Electricity,ID #
PECO Energy Co,14940
PEPCO Energy Services,14405
PEPCO Energy Services (Connecticut),14405
PEPCO Energy Services (Delaware),14405
PEPCO Energy Services (District of Columbia),14405
PEPCO Energy Services (Illinois),14405
PEPCO Energy Services (Maryland),14405
PEPCO Energy Services (Massachusetts),14405
PEPCO Energy Services (New Jersey),14405
PEPCO Energy Services (New York),14405
PEPCO Energy Services (Pennsylvania),14405
PEPCO Energy Services (Texas),14405
PPL Electric Utilities Corp,14715
PPL EnergyPlus LLC,28802
PPL EnergyPlus LLC (Montana),28802
PPM Energy Inc,14349
PSEG Energy Resources and Trade,55897
PUD No 1 of Asotin County,14771
PUD No 1 of Benton County,1579
PUD No 1 of Chelan County,3413
PUD No 1 of Clallam County,3644
PUD No 1 of Clark County,3660
PUD No 1 of Cowlitz County,4442
PUD No 1 of Douglas County,5326
PUD No 1 of Ferry County,6297
PUD No 1 of Franklin County,6716
PUD No 1 of Grays Harbor Cnty,7548
PUD No 1 of Kittitas County,10326
PUD No 1 of Klickitat County,10393
PUD No 1 of Lewis County,10944
PUD No 1 of Mason County,22355
PUD No 1 of Okanogan County,14055
PUD No 1 of Pend Oreille Cnty,14653
PUD No 1 of Skamania Co,17279
PUD No 1 of Whatcom County,40456
PUD No 2 of Grant County,14624
PUD No 3 of Mason County,15419
PacifiCorp,14354
PacifiCorp (Idaho),14354
PacifiCorp (Oregon),14354
PacifiCorp (Utah),14354
PacifiCorp (Washington),14354
PacifiCorp (Wyoming),14354
Pacific Gas & Electric Co,14328
Pacific Northwest Generating Coop,14323
Page Electric Utility,14373
"Palmco Power NJ, LLC",56501
"Palmco Power NJ, LLC (New Jersey)",56501
"Palmco Power PA, LLC",56573
"Palmco Power PA, LLC (Pennsylvania)",56573
Palmetto Electric Coop Inc,14398
Panhandle Rural El Member Assn,14426
"Panola-Harrison Elec Coop, Inc",14424
"Panola-Harrison Elec Coop, Inc (Louisiana)",14424
Paragould Light & Water Comm,14446
Park Electric Coop Inc,14500
Parke County Rural E M C,14471
Parkland Light & Water Company,14505
Parowan City Corporation (Utility Company),14512
Pasadena Cogneration LP,11059
Pascoag Utility District,14537
Pataula Electric Member Corp,14588
"Paulding-Putman Elec Coop, Inc",14599
"Paulding-Putman Elec Coop, Inc (Indiana)",14599
Payson City Corporation (Utility Company),14600
Pea River Electric Coop,14602
"Peace River Electric Coop, Inc",14606
Pearl River Valley El Pwr Assn,14563
"Pedernales Electric Coop, Inc",14626
Pedro Bay Village Council (Utility Company),14633
"Pee Dee Electric Coop, Inc",14557
Pee Dee Electric Member Corp,14717
Pelican Utility,29297
Pella Cooperative Elec Assn,26765
Pemiscot-Dunklin Elec Coop Inc,14712
Peninsula Light Company,14668
Pennsylvania Electric Co,14711
Pennsylvania Electric Co (New York),14711
Pennsylvania Electric Co (Pennsylvania),14711
Pennsylvania Power Co (Pennsylvania),14716
Pennyrile Rural Electric Coop,14724
Penoyer Valley Electric Coop,40497
Penstar Power,49952
People's Cooperative Services,14468
People's Electric Cooperative,14775
People's Electric Corporation,14788
Perennial Public Power Dist,21111
Petit Jean Electric Coop Corp,14864
Philippi Municipal Electric,14954
Pickwick Electric Coop,15016
Piedmont Electric Member Corp,15023
Piedmont Municipal Power Agny,15028
Pierce-Pepin Coop Services,15034
Pike County Light & Power Co,15045
Pike County Light & Power Co (Pennsylvania),15045
Pilot Power Group Inc,14999
"Pioneer Electric Coop, Inc",15073
"Pioneer Electric Coop, Inc (Alabama)",30517
Pioneer Power and Light Co,15086
"Pioneer Rural Elec Coop, Inc",15054
Pitt & Greene Elec Member Corp,14857
Placer County Water Agency,15127
Planters Electric Member Corp,14649
Plateau Electric Cooperative,15141
Platte River Power Authority,15143
"Platte-Clay Electric Coop, Inc",15138
Plumas-Sierra Rural Elec Coop,15308
Plymouth Cogeneration LP,15112
Pointe Coupee Elec Member Corp,15175
Polk County Rural Pub Pwr Dist,15188
Polk-Burnett Electric Coop,15344
Pontotoc Electric Power Assn,15211
Portland General Electric Co,15248
Portside Energy Corp,15343
"Potentia Energy, LLC",56428
Potomac Electric Power Co,15270
Potomac Electric Power Co (Maryland),15270
"Poudre Valley R E A, Inc",15257
Powder River Energy Corporation,19156
Powder River Energy Corporation (Montana),19156
Powell Valley Electric Coop,15293
Power Choice/Pepco Energy Serv,14405
Power Resources Cooperative,40294
PowerSouth Energy Cooperative,189
Powerex Corporation,2152
Prague Public Works Authority,15311
Prairie Energy Coop,15291
Prairie Land Electric Coop Inc,13799
"Prairie Power, Inc",40307
Precinct of Woodsville,20980
Prentiss County Elec Pwr Assn,15334
Presque Isle Elec & Gas Coop,15340
Preston Public Utilities Comm,15348
Price Electric Coop Inc,15356
Price Municipal Corporation,14198
Prince George Electric Coop,15410
Princeton Public Utils Comm,15387
Proctor Public Utilities Comm,15460
Progress Energy Carolinas Inc,3046
Progress Energy Carolinas Inc (South Carolina),3046
Progress Energy Florida Inc,6455
Prospect Corporation,15432
Provo City Corp (Utility Company),15444
"Public Power & Utility, Inc.",56259
"Public Power & Utility, Inc. (Massachusetts)",56259
"Public Power & Utility, Inc. (New Jersey)",56259
"Public Power & Utility, Inc. (New York)",56259
"Public Power & Utility, Inc. (Pennsylvania)",56259
Public Serv Comm of Yazoo City,21095
Public Service Co of Colorado,15466
Public Service Co of NH,15472
Public Service Co of NM,15473
Public Service Co of Oklahoma,15474
Public Service Elec & Gas Co,15477
Public Utility District No 1,15327
Public Utility District No 2,14324
Puerto Rico Electric Pwr Authority,15497
Puget Sound Energy Inc,15500
REA Energy Coop Inc,40292
"RRI Energy Services, Inc.",39004
RV CSU Power II LLC,56828
"Radiant Electric Coop, Inc",15621
Raft River Rural Elec Coop Inc,22814
Rainbow Energy Marketing Corp,15711
Ralls County Electric Coop,15672
Rancho Cucamonga Municipal Utility,56224
Randolph Electric Member Corp,15671
Rappahannock Electric Coop,40228
Raton Public Service Company,15698
"Ravalli County Elec Coop, Inc",26916
"Rayburn Country Elec Coop, Inc",18589
Rayle Electric Membership Corp,15700
"Reach Energy, LLC",56587
"Red Lake Electric Coop, Inc",26934
Red River Valley Coop Pwr Assn,26939
Red River Valley Rrl Elec Assn,15746
Redlands Water & Power Company,15787
Redwood Electric Coop,15750
Redwood Falls Public Util Comm,15793
Reedsburg Utility Comm,15804
Reedy Creek Improvement Dist,15776
"Reliable Power, LLC",56735
"Reliable Power, LLC (Massachusetts)",56735
Reliant Energy Power Supply LLC,55765
Reliant Energy Retail Services LLC,15847
Renville-Sibley Coop Pwr Assn,15845
Rice Lake Utilities,15938
Riceland Foods Inc.,15597
"Rich Mountain Elec Coop, Inc",15811
"Rich Mountain Elec Coop, Inc (Oklahoma)",15811
Richland Electric Coop,15983
"Rio Grande Electric Coop, Inc",16057
"Rio Grande Electric Coop, Inc (New Mexico)",16057
"Rita Blanca Electric Coop, Inc",16063
Riverland Energy Cooperative,16060
Riverside Electric Cooperative,56536
Roanoke Electric Member Corp,16101
"Robison Energy, LLC",16177
Rochelle Municipal Utilities,16179
Rochester Gas & Electric Corp,16183
Rochester Public Utilities,16181
Rock Energy Cooperative,16196
Rock Energy Cooperative (Illinois),16196
Rock Rapids Municipal Utility,16206
Rockland Electric Co,16213
Rockland Electric Co (New Jersey),16213
Rolling Hills Electric Coop,16267
Roosevelt County Elec Coop Inc,22690
Roosevelt Irrigation District,16273
Roosevelt Public Power Dist,16164
"Roseau Electric Coop, Inc",16284
Rosebud Electric Coop Inc,16286
Roughrider Electric Cooperative,55959
Runestone Electric Assn,16368
Rural Electric Conven Coop,16420
"Rural Electric Coop, Inc",16382
RushShelby Energy,17038
Rushmore Electric Pwr Coop Inc,16443
"Rusk County Electric Coop, Inc",16461
Rutherford Elec Member Corp,16496
SE-MA-NO Electric Coop,16851
SEMO Electric Cooperative,16805
SRW Cogeneration LP,17483
SUEZ-DEGS of Ashtabula LLC,19144
Sabine Cogen LP,16668
Sac-Osage Electric Coop Inc,16511
Sacramento Municipal Utility District,16534
Safe Harbor Water Power Corp,16537
Salem City Corporation (Utility Company),16557
Salem Electric,16555
Salmon River Electric Coop Inc,16565
Salt River Electric Coop Corp,16587
Salt River Project,16572
Sam Houston Electric Coop Inc,16613
Sam Rayburn G&T Elec Coop Inc,40233
Sam Rayburn Municipal Pwr Agny,16821
"San Bernard Electric Coop, Inc",16638
San Diego Gas & Electric Co,16609
"San Isabel Electric Assn, Inc",16616
"San Luis Valley R E C, Inc",16603
"San Miguel Electric Coop, Inc",16624
"San Miguel Power Assn, Inc",16622
San Patricio Electric Coop Inc,16627
Sand Mountain Electric Coop,16629
Sangre De Cristo Elec Assn Inc,16649
"Santee Electric Coop, Inc",16606
Satilla Rural Elec Member Corporation,16674
Sawnee Electric Membership Corporation,16865
Scenic Rivers Energy Coop,16740
Sedgwick Cnty El Coop Assn Inc,16920
Seminole Electric Cooperative Inc,21554
Sempra Energy Trading Corp,22400
Sempra Energy Trading Corp (Washington),22400
Sempra Generation,55701
Sequachee Valley Electric Coop,16930
Sevier County Electric System,16949
Seville Board of Public Affairs,16951
Seward County Rrl Pub Pwr Dist,16954
Shakopee Public Utilities Comm,16971
Sharyland Utilities LP,17008
Shawano Municipal Utilities,17011
Sheffield Utilities,17033
"Shelby Electric Coop, Inc",17040
"Shelby Energy Co-op, Inc",17044
Shenandoah Valley Elec Coop,17066
"Sheridan Electric Coop, Inc",16759
"Sheridan Electric Coop, Inc (North Dakota)",16759
Sho-Me Power Electric Coop,17106
"Sierra Electric Coop, Inc",23326
Sierra Pacific Industries Inc,17164
Sierra Pacific Power Co,17166
Sierra Pacific Power Co (Nevada),17166
Sierra Power Corp,18587
"Simple Power, LP",56257
Singing River Elec Pwr Assn (Mississippi),17252
Sioux Valley Energy,17267
Sioux Valley Energy (South Dakota),17267
Sioux Valley SW Elec Coop,17267
Slash Pine Elec Member Corp,17290
Sleepy Eye Public Utility Comm,17320
Slinger Utilities,17324
Slope Electric Coop Inc,17261
Smarr EMC,22056
Smart Prepaid Electric,56734
Snapping Shoals El Member Corp,17832
Snohomish County PUD No 1,17470
"Socorro Electric Coop, Inc",17492
Solar Star NAFB LLC,56203
"Somerset Rural Elec Coop, Inc",40167
"South Alabama Elec Coop, Inc",17534
South Carolina Electric&Gas Co,17539
"South Carolina Genertg Co, Inc",17554
South Carolina Pub Serv Auth,17543
"South Central Ark El Coop, Inc",17540
South Central Electric Assn,17550
South Central Indiana REMC,12929
South Central Power Company,18085
South Central Public Pwr Dist,17548
South Feather Water and Power Agency,14191
South Jersey Energy Company,17549
South Jersey Energy Company (Connecticut),17549
South Jersey Energy Company (Maine),17549
South Jersey Energy Company (Massachusetts),17549
South Jersey Energy Company (New Hampshire),17549
South Jersey Energy Company (Pennsylvania),17549
South Jersey Energy Company (Rhode Island),17549
South Kentucky Rural Electric Coop Corp,17564
South Kentucky Rural Electric Coop Corp (Tennessee),17564
South Louisiana Elec Coop Assn,17565
South Mississippi El Pwr Assn,17568
South Plains Electric Coop Inc,17561
South River Elec Member Corp,17572
"South Side Electric, Inc",17576
"South Texas Electric Coop, Inc",17583
South Utah Valley Electric Service District,18206
South Vienna Corporation,17588
Southeast Colorado Power Assn,17592
"Southeast Electric Coop, Inc",17593
"Southeast Electric Coop, Inc (South Dakota)",17593
"Southeast Electric Coop, Inc (Wyoming)",17593
Southeastern Electric Coop Inc,17603
Southeastern Electric Coop Inc (South Dakota),19293
"Southeastern IL Elec Coop, Inc",17585
Southeastern Indiana R E M C,17599
Southeastern Power Admin,29304
Southern California Edison Co,17609
Southern California P P A,17513
Southern Electric Gen Co,17622
Southern Illinois Elec Coop,17631
Southern Illinois Power Coop,17632
Southern Indiana Gas & Elec Co,17633
"Southern Indiana R E C, Inc",19445
"Southern Iowa Elec Coop, Inc",17643
Southern Maryland Elec Coop Inc,17637
Southern Minnesota Mun P Agny,40580
"Southern Pine Elec Coop, Inc",17646
Southern Pine Elec Power Assn,17647
Southern Public Power District,17642
Southern Rivers Energy,10624
"Southside Electric Coop, Inc",21244
Southwest Arkansas E C C,17671
Southwest Arkansas E C C (Arkansas),17671
"Southwest Electric Coop, Inc",27238
Southwest Iowa Rural Elec Coop,49986
Southwest Louisiana E M C,17684
Southwest Mississippi E P A,17683
Southwest Public Power Dist,17692
Southwest Rural Elec Assn Inc,17681
Southwest Rural Elec Assn Inc (Texas),17681
Southwest Tennessee E M C,17694
"Southwest Texas Elec Coop, Inc",17693
Southwestern Electric Coop Inc,17697
Southwestern Electric Coop Inc (Colorado),17715
Southwestern Electric Coop Inc (New Mexico),17715
Southwestern Electric Coop Inc (Oklahoma),17715
Southwestern Electric Coop Inc (Texas),17715
Southwestern Electric Power Co,17698
Southwestern Electric Power Co (Arkansas),17698
Southwestern Electric Power Co (Louisiana),17698
Southwestern Electric Power Co (Texas),17698
Southwestern Power Admin,17716
Southwestern Public Service Co,17718
Southwestern Public Service Co (Texas),17718
Spanish Fork City Corporation (Utility Company),17732
"Spark Energy, LP",17710
"Spark Energy, LP (Connecticut)",17710
"Spark Energy, LP (Maryland)",17710
"Spark Energy, LP (Massachusetts)",17710
"Spark Energy, LP (New York)",17710
"Spark Energy, LP (Pennsylvania)",17710
"Spartan Renewable Energy, Inc",56279
"Spoon River Electric Coop, Inc",17838
Spring City Corporation (Utility Company),17844
Spring Valley Pub Utils Comm,17824
"Springer Electric Coop, Inc",17826
Springfield Public Utils Comm,17836
Square Butte Electric Coop,17858
St Croix Electric Coop,17868
Stanton County Public Pwr Dist,17979
StarTex Power,55875
Stearns Cooperative Elec Assn,18019
Steele-Waseca Cooperative Electric,18047
Steuben County Rural E M C,18100
"Steuben Rural Elec Coop, Inc",18102
Stillwater Utilities Authority,18125
Strategic Energy LLC,18193
Strategic Energy LLC (California),18193
Strategic Energy LLC (Connecticut),18193
Strategic Energy LLC (Illinois),18193
Strategic Energy LLC (Maryland),18193
Strategic Energy LLC (Massachusetts),18193
Strategic Energy LLC (Michigan),18193
Strategic Energy LLC (New Jersey),18193
Strategic Energy LLC (New York),18193
Strategic Energy LLC (Ohio),18193
Strategic Energy LLC (Texas),18193
Stream Energy,50041
Suez Energy Resources North America,19107
Suez Energy Resources North America (Connecticut),19107
Suez Energy Resources North America (Delaware),19107
Suez Energy Resources North America (District of Columbia),19107
Suez Energy Resources North America (Illinois),19107
Suez Energy Resources North America (Maine),19107
Suez Energy Resources North America (Maryland),19107
Suez Energy Resources North America (Massachusetts),19107
Suez Energy Resources North America (New Jersey),19107
Suez Energy Resources North America (New York),19107
Suez Energy Resources North America (Pennsylvania),19107
"Sullivan County R E C, Inc",40291
Sulphur Springs Valley E C Inc,18280
"Sumner-Cowley Elec Coop, Inc",18316
"Sumter Electric Coop, Inc",18304
Sumter Electric Member Corp,18305
Sun Prairie Water & Light Comm,18312
"Sun River Electric Coop, Inc",18401
SunE CPA CDC1 LLC,56302
SunE CPA CDC2 LLC,56297
SunE KHL55 San Bernardino LLC,56300
SunE M5 Holdings LLC,56434
SunE M5C Holdings LLC,56857
SunE U6 Holdings LLC,56431
SunE U6 Holdings LLC (Colorado),56431
SunE WG113 Moreno Valley LLC,56294
SunE WG45 Woodland LLC,56296
Sunflower Electric Power Corp,18315
"Superior Water, Light and Power Co",18336
Surprise Valley Electrification Corp.,18260
Surprise Valley Electrification Corp. (Nevada),18260
Surprise Valley Electrification Corp. (Oregon),18260
Surry-Yadkin Elec Member Corp,18339
Sussex Rural Electric Coop Inc,40299
Suwannee Valley Elec Coop Inc,18360
Swans Island Electric Coop Inc,18368
"Swisher Electric Coop, Inc",18199
Sylacauga Utilities Board,18395
"System Energy Resources, Inc",12465
T I P Rural Electric Coop,18446
TDM US,55719
TDX Manley Generating LLC,56503
TDX North Slope Generating Co,19277
TEST UTILITY COMPANY,12345
TXU Energy Retail Co LP,19327
Tahlequah Public Works Auth,18433
Tallahatchie Valley E P A,18447
Tallapoosa River Elec Coop Inc,18203
"Talquin Electric Coop, Inc",18449
Tampa Electric Co,18454
Tanana Power Co Inc,18474
Tanner Electric Coop,18448
Tara Energy Resources,56586
"Tara Energy, Inc",18476
Tatitlek Electric Utility,18480
Taylor County Rural E C C,18498
Taylor Electric Coop,18383
Taylor Electric Coop Inc,27369
Tecumseh Utility Authority,18524
Tenaska Power Services Co,18995
Tenaska Power Services Co (Delaware),18995
Tennessee Valley Authority,18642
Tennessee Valley Authority (Alabama),18642
Tennessee Valley Authority (Kentucky),18642
Tennessee Valley Authority (Mississippi),18642
Tennessee Valley Authority (North Carolina),18642
Tennessee Valley Electric Coop,18643
Terrebonne Parish Consol Gov't,8884
Teton Operating Services LLC,10545
Tex-La Electric Coop-Texas Inc,18679
Texas General Land Office,54728
Texas Municipal Power Agency,18715
"Texas Power, LP",17893
"Texas Retail Energy, LLC",50046
"Texas Retail Energy, LLC (Texas)",50046
Texas-New Mexico Power Co,40051
The Energy Coop,49746
The Narragansett Electric Co,13214
The Potomac Edison Co (Maryland),15263
The Potomac Edison Co (West Virginia),15263
The Toledo Edison Co,18997
Three Notch Elec Member Corp,18499
Three Rivers Electric Coop,16751
Thumb Electric Coop of Mich,18895
Thurmont Municipal Light Co,18901
Tideland Electric Member Corp,19108
Tillamook Peoples Utility Dist,18917
Tillotson Rubber Co Inc,18919
Tipmont Rural Elec Member Corp,18940
Tippah Electric Power Assn,18943
Tipton Municipal Electric Util,18942
Tishomingo County E P A,18951
Todd-Wadena Electric Coop,27422
Tohono O'Odham Utility Auth,14543
Toledo Bend Project Joint Oper,19048
"Tombigbee Electric Coop, Inc",19027
Tombigbee Electric Power Assn,19007
Tongue River Electric Coop Inc,19022
Tonopah Irrigation District,19016
"Town of Advance, Indiana (Utility Company)",157
"Town of Apex, North Carolina (Utility Company)",719
"Town of Argos, Indiana (Utility Company)",789
"Town of Ashburnham, Massachusetts (Utility Company)",902
"Town of Ashland, New Hampshire (Utility Company)",906
"Town of Avilla, Indiana (Utility Company)",1028
"Town of Ayden, North Carolina (Utility Company)",1036
"Town of Bainbridge, Indiana (Utility Company)",1119
"Town of Bargersville, Indiana (Utility Company)",1208
"Town of Basin, Wyoming (Utility Company)",1779
"Town of Belhaven, North Carolina (Utility Company)",1494
"Town of Belmont, Massachusetts (Utility Company)",1523
"Town of Benson, North Carolina (Utility Company)",1571
"Town of Berlin, Maryland (Utility Company)",1615
"Town of Black Creek, North Carolina (Utility Company)",202
"Town of Blackstone, Virginia (Utility Company)",1795
"Town of Bostic, North Carolina (Utility Company)",1987
"Town of Boyce, Louisiana (Utility Company)",2064
"Town of Boylston, Massachusetts (Utility Company)",2086
"Town of Braintree, Massachusetts (Utility Company)",2144
"Town of Braman, Oklahoma (Utility Company)",2268
"Town of Brinson, Georgia (Utility Company)",2236
"Town of Brooklyn, Indiana (Utility Company)",2289
"Town of Brookston, Indiana (Utility Company)",2304
"Town of Centerville, Indiana (Utility Company)",3230
"Town of Chalmers, Indiana (Utility Company)",3323
"Town of Chester, Massachusetts (Utility Company)",3447
"Town of Clayton, Delaware (Utility Company)",3732
"Town of Clayton, North Carolina (Utility Company)",3731
"Town of Coatesville, Indiana (Utility Company)",3815
"Town of Concord, Massachusetts (Utility Company)",4147
"Town of Crane, Indiana (Utility Company)",4486
"Town of Culpeper, Virginia (Utility Company)",4619
"Town of Dallas, North Carolina (Utility Company)",4739
"Town of Danvers, Massachusetts (Utility Company)",5480
"Town of Drexel, North Carolina (Utility Company)",5372
"Town of Dunreith, Indiana (Utility Company)",5071
"Town of Eatonville, Washington (Utility Company)",5631
"Town of Edenton, North Carolina (Utility Company)",6710
"Town of Elkton, Virginia (Utility Company)",5794
"Town of Enfield, North Carolina (Utility Company)",5896
"Town of Erwin, Tennessee (Utility Company)",5961
"Town of Estes Park, Colorado (Utility Company)",5997
"Town of Etna Green, Indiana (Utility Company)",5928
"Town of Farmville, North Carolina (Utility Company)",6209
"Town of Ferdinand, Indiana (Utility Company)",6276
"Town of Fleming, Colorado (Utility Company)",6418
"Town of Forest City, North Carolina (Utility Company)",6580
"Town of Fort Laramie, Wyoming (Utility Company)",6509
"Town of Fort Supply, Oklahoma (Utility Company)",6618
"Town of Fountain, North Carolina (Utility Company)",6613
"Town of Frankton, Indiana (Utility Company)",6735
"Town of Frederick, Colorado (Utility Company)",6752
"Town of Fremont, North Carolina (Utility Company)",6780
"Town of Front Royal, Virginia (Utility Company)",6803
"Town of Georgetown, Massachusetts (Utility Company)",7130
"Town of Granada, Colorado (Utility Company)",7478
"Town of Granite Falls, North Carolina (Utility Company)",7496
"Town of Groton, Massachusetts (Utility Company)",7715
"Town of Groveland, Massachusetts (Utility Company)",7723
"Town of Guernsey, Wyoming (Utility Company)",7759
"Town of Gueydan, Louisiana (Utility Company)",7760
"Town of Hamilton, North Carolina (Utility Company)",7996
"Town of Hardwick, Vermont (Utility Company)",8104
"Town of Haxtun, Colorado (Utility Company)",8311
"Town of High Point, North Carolina (Utility Company)",8571
"Town of Hobgood, North Carolina (Utility Company)",8677
"Town of Holden, Massachusetts (Utility Company)",8715
"Town of Holden, Utah (Utility Company)",8714
"Town of Holly, Colorado (Utility Company)",8751
"Town of Hookerton, North Carolina (Utility Company)",8825
"Town of Hudson, Massachusetts (Utility Company)",8973
"Town of Huntersville, North Carolina (Utility Company)",9087
"Town of Ipswich, Massachusetts (Utility Company)",9442
"Town of Jamestown, Indiana (Utility Company)",9646
"Town of Kingsford Heights, Indiana (Utility Company)",10330
"Town of Knightstown, Indiana (Utility Company)",10407
"Town of La Grange, North Carolina (Utility Company)",10586
"Town of Ladoga, Indiana (Utility Company)",10568
"Town of Landis, North Carolina (Utility Company)",10669
"Town of Langford, South Dakota (Utility Company)",26120
"Town of Laverne, Oklahoma (Utility Company)",10777
"Town of Lingle, Wyoming (Utility Company)",11099
"Town of Littleton, Massachusetts (Utility Company)",11085
"Town of Littleton, New Hampshire (Utility Company)",11196
"Town of Louisburg, North Carolina (Utility Company)",11228
"Town of Lucama, North Carolina (Utility Company)",11205
"Town of Lusk, Wyoming (Utility Company)",11330
"Town of Lyons, Colorado (Utility Company)",11376
"Town of MacClesfield, North Carolina (Utility Company)",11360
"Town of Madison, Maine (Utility Company)",11477
"Town of Maiden, North Carolina (Utility Company)",11515
"Town of Manilla, Iowa (Utility Company)",11568
"Town of Mannford, Oklahoma (Utility Company)",11578
"Town of Mansfield, Massachusetts (Utility Company)",11586
"Town of Massena, New York (Utility Company)",11811
"Town of McCormick, South Carolina (Utility Company)",12006
"Town of Merrimac, Massachusetts (Utility Company)",12296
"Town of Middleborough, Massachusetts (Utility Company)",12473
"Town of Middleton, Massachusetts (Utility Company)",12477
"Town of Middletown, Delaware (Utility Company)",12478
"Town of Middletown, Indiana (Utility Company)",12476
"Town of Montezuma, Indiana (Utility Company)",12840
"Town of Murphy, North Carolina (Utility Company)",40441
"Town of New Carlisle, Indiana (Utility Company)",13423
"Town of North Attleborough, Massachusetts (Utility Company)",13679
"Town of Oak City, North Carolina (Utility Company)",13931
"Town of Oak City, Utah (Utility Company)",14022
"Town of Oak Creek, Colorado (Utility Company)",14054
"Town of Paoli, Indiana (Utility Company)",14435
"Town of Paragonah, Utah (Utility Company)",14443
"Town of Paxton, Massachusetts (Utility Company)",14585
"Town of Pendleton, Indiana (Utility Company)",14659
"Town of Pikeville, North Carolina (Utility Company)",15046
"Town of Pinetops, North Carolina (Utility Company)",15058
"Town of Pineville, North Carolina (Utility Company)",15062
"Town of Pittsboro, Indiana (Utility Company)",15116
"Town of Princeton, Massachusetts (Utility Company)",15371
"Town of Prosperity, South Carolina (Utility Company)",15433
"Town of Reading, Massachusetts (Utility Company)",15748
"Town of Red Springs, North Carolina (Utility Company)",15778
"Town of Richlands, Virginia (Utility Company)",15982
"Town of Rockville, Indiana (Utility Company)",16219
"Town of Rowley, Massachusetts (Utility Company)",16377
"Town of Ruston, Washington (Utility Company)",16462
"Town of Ryan, Oklahoma (Utility Company)",16487
"Town of Scotland Neck, North Carolina (Utility Company)",16788
"Town of Selma, North Carolina (Utility Company)",16914
"Town of Sharpsburg, North Carolina (Utility Company)",17004
"Town of Shrewsbury, Massachusetts (Utility Company)",17127
"Town of Skiatook, Oklahoma (Utility Company)",17286
"Town of Smithfield, North Carolina (Utility Company)",17451
"Town of Smyrna, Delaware (Utility Company)",17457
"Town of South Coffeyville, Oklahoma (Utility Company)",17553
"Town of South Hadley, Massachusetts (Utility Company)",17560
"Town of South Whitley, Indiana (Utility Company)",17589
"Town of Spiceland, Indiana (Utility Company)",17790
"Town of Spiro, Oklahoma (Utility Company)",17802
"Town of Springer, New Mexico (Utility Company)",17827
"Town of Stantonsburg, North Carolina (Utility Company)",17981
"Town of Steilacoom, Washington (Utility Company)",18051
"Town of Sterling, Massachusetts (Utility Company)",18087
"Town of Stowe, Vermont (Utility Company)",27316
"Town of Straughn, Indiana (Utility Company)",18250
"Town of Tarboro, North Carolina (Utility Company)",18466
"Town of Templeton, Massachusetts (Utility Company)",18546
"Town of Thatcher, Arizona (Utility Company)",18805
"Town of Veedersburg, Indiana (Utility Company)",19771
"Town of Vidalia, Louisiana (Utility Company)",19828
"Town of Vinton, Louisiana (Utility Company)",19866
"Town of Wake Forest, North Carolina (Utility Company)",19974
"Town of Wakefield, Massachusetts (Utility Company)",19979
"Town of Wakefield, Virginia (Utility Company)",19978
"Town of Walkerton, Indiana (Utility Company)",20021
"Town of Wallingford, Connecticut (Utility Company)",20038
"Town of Walstonburg, North Carolina (Utility Company)",20071
"Town of Warren, Indiana (Utility Company)",20122
"Town of Waynesville, North Carolina (Utility Company)",20225
"Town of Wellesley, Massachusetts (Utility Company)",20310
"Town of Welsh, Louisiana (Utility Company)",20343
"Town of West Boylston, Massachusetts (Utility Company)",20326
"Town of Westfield, Iowa (Utility Company)",20379
"Town of Wheatland, Wyoming (Utility Company)",20512
"Town of Wickenburg, Arizona (Utility Company)",20618
"Town of Williamsport, Maryland (Utility Company)",20729
"Town of Winamac, Indiana (Utility Company)",20792
"Town of Windsor, North Carolina (Utility Company)",20811
"Town of Winnsboro, South Carolina (Utility Company)",20826
"Town of Wolfeboro, New Hampshire (Utility Company)",20913
Tractebel Energy Marketing Inc,19090
TransAlta Energy Marketing (U.S.) Inc.,19096
TransCanada Energy Marketing ULC,56276
TransCanada Power Mktg Ltd,19119
TransCanada Power Mktg Ltd (Connecticut),19119
TransCanada Power Mktg Ltd (Maine),19119
TransCanada Power Mktg Ltd (New Hampshire),19119
TransCanada Power Mktg Ltd (New York),19119
TransCanada Power Mktg Ltd (Rhode Island),19119
"Traverse Electric Coop, Inc",19060
"Traverse Electric Coop, Inc (North Dakota)",19060
Trenton Municipal Utilities,19150
Tri-County Elec Member Corp,18956
Tri-County Elec Member Corp (Kentucky),19162
Tri-County Elec Member Corp (North Carolina),18957
Tri-County Elec Member Corp (Tennessee),19162
Tri-County Electric Coop,19157
Tri-County Electric Coop (Michigan),19396
Tri-County Electric Coop Assn,19158
"Tri-County Electric Coop, Inc",14175
"Tri-County Electric Coop, Inc (Florida)",19161
"Tri-County Electric Coop, Inc (Illinois)",18955
"Tri-County Electric Coop, Inc (Oklahoma)",19160
"Tri-County Electric Coop, Inc (Texas)",19159
Tri-County Rural Elec Coop Inc,40290
Tri-State Electric Member Corp,19154
Tri-State Electric Member Corp (North Carolina),19154
Tri-State Electric Member Corp (Tennessee),19154
"Tri-State G & T Assn, Inc",30151
"TriEagle Energy, LLC",19126
Trico Electric Cooperative Inc,19189
"Tricounty Rural Elec Coop, Inc",19176
Trinity Public Utilities Dist,19131
Trinity Valley Elec Coop Inc,18976
Truckee Donner P U D,19229
True Electric LLC,56298
Truman Public Utilities Comm,19237
Tucson Electric Power Co,24211
Tullahoma Board-Public Utils,19266
Tuntutuliak Comm Services Assn,19267
