Electricity,ID #
"City of Pratt, Kansas (Utility Company)",15321
"City of Prescott, Arkansas (Utility Company)",15337
"City of Prescott, Kansas (Utility Company)",15336
"City of Preston, Iowa (Utility Company)",15349
"City of Primghar, Iowa (Utility Company)",15377
"City of Princeton, Illinois (Utility Company)",15388
"City of Princeton, Kentucky (Utility Company)",15386
"City of Princeton, Wisconsin (Utility Company)",15385
"City of Providence, Kentucky (Utility Company)",15443
"City of Pryor, Oklahoma (Utility Company)",15462
"City of Public Works Comm- Fayetteville, North Carolina (Utility Company)",6235
"City of Pulaski, Tennessee (Utility Company)",15507
"City of Purcell, Oklahoma (Utility Company)",15515
"City of Quincy, Florida (Utility Company)",15566
"City of Quitman, Georgia (Utility Company)",15573
"City of Radford, Virginia (Utility Company)",15619
"City of Radium, Kansas (Utility Company)",26894
"City of Randall, Minnesota (Utility Company)",15665
"City of Randolph, Nebraska (Utility Company)",15674
"City of Rayne, Louisiana (Utility Company)",15728
"City of Readlyn, Iowa (Utility Company)",15751
"City of Red Bud, Illinois (Utility Company)",15772
"City of Red Cloud, Nebraska (Utility Company)",15773
"City of Redding, California (Utility Company)",15783
"City of Remsen, Iowa (Utility Company)",15846
"City of Rensselaer, Indiana (Utility Company)",15860
"City of Renwick, Iowa (Utility Company)",15862
"City of Rich Hill, Missouri (Utility Company)",15943
"City of Richland Center, Wisconsin (Utility Company)",15978
"City of Richland, Missouri (Utility Company)",15981
"City of Richland, Washington (Utility Company)",15979
"City of Richmond, Indiana (Utility Company)",15989
"City of Ripley, Tennessee (Utility Company)",27222
"City of Rising Sun, Indiana (Utility Company)",16068
"City of River Falls, Wisconsin (Utility Company)",16082
"City of Riverdale, North Dakota (Utility Company)",16105
"City of Riverside, California (Utility Company)",16088
"City of Robersonville, North Carolina (Utility Company)",16113
"City of Robertsdale, Alabama (Utility Company)",16140
"City of Robinson, Kansas (Utility Company)",16135
"City of Robstown, Texas (Utility Company)",16175
"City of Rock Falls, Illinois (Utility Company)",16198
"City of Rock Hill, South Carolina (Utility Company)",16195
"City of Rockford, Iowa (Utility Company)",16211
"City of Rockport, Missouri (Utility Company)",40382
"City of Rockwood, Tennessee (Utility Company)",16223
"City of Rocky Mount, North Carolina (Utility Company)",16226
"City of Rolla, Missouri (Utility Company)",16259
"City of Roodhouse, Illinois (Utility Company)",16269
"City of Roseau, Minnesota (Utility Company)",16285
"City of Roseville, California (Utility Company)",16295
"City of Round Lake, Minnesota (Utility Company)",27026
"City of Rupert, Idaho (Utility Company)",16416
"City of Rushford, Minnesota (Utility Company)",16427
"City of Rushmore, Minnesota (Utility Company)",16451
"City of Russell, Kansas (Utility Company)",16440
"City of Russell, Massachusetts (Utility Company)",16438
"City of Russellville, Alabama (Utility Company)",16458
"City of Russellville, Kentucky (Utility Company)",16459
"City of Ruston, Louisiana (Utility Company)",16463
"City of Sabetha, Kansas (Utility Company)",16518
"City of Sabula, Iowa (Utility Company)",16528
"City of Safford, Arizona (Utility Company)",16538
"City of Saint Paul, Alaska (Utility Company)",17898
"City of Saint Peter, Minnesota (Utility Company)",17900
"City of Salamanca, New York (Utility Company)",16549
"City of Salem, Missouri (Utility Company)",16559
"City of Salem, Virginia (Utility Company)",16558
"City of Salisbury, Missouri (Utility Company)",16560
"City of Sallisaw, Oklahoma (Utility Company)",16561
"City of San Antonio, Texas (Utility Company)",16604
"City of San Augustine, Texas (Utility Company)",16605
"City of San Marcos, Texas (Utility Company)",28978
"City of San Saba, Texas (Utility Company)",28981
"City of Sanborn, Iowa (Utility Company)",16628
"City of Sandersville, Georgia (Utility Company)",16637
"City of Sanger, Texas (Utility Company)",16647
"City of Santa Clara, California (Utility Company)",16655
"City of Santa Clara, Utah (Utility Company)",16648
"City of Sargent, Nebraska (Utility Company)",16667
"City of Sauk Centre, Minnesota (Utility Company)",16679
"City of Savonburg, Kansas (Utility Company)",16876
"City of Schulenburg, Texas (Utility Company)",16765
"City of Schuyler, Nebraska (Utility Company)",16778
"City of Scottsboro, Alabama (Utility Company)",16829
"City of Scottsburg, Indiana (Utility Company)",16830
"City of Scranton, Kansas (Utility Company)",16834
"City of Scribner, Nebraska (Utility Company)",16610
"City of Seaford, Delaware (Utility Company)",16852
"City of Seaside Heights, New Jersey (Utility Company)",16864
"City of Seattle, Washington (Utility Company)",16868
"City of Sebewaing, Michigan (Utility Company)",16873
"City of Seguin, Texas (Utility Company)",16900
"City of Seneca, Kansas (Utility Company)",16922
"City of Seneca, South Carolina (Utility Company)",16921
"City of Sergeant Bluff, Iowa (Utility Company)",16932
"City of Seward, Alaska (Utility Company)",16955
"City of Seward, Kansas (Utility Company)",16699
"City of Seward, Nebraska (Utility Company)",16953
"City of Seymour, Missouri (Utility Company)",16959
"City of Seymour, Texas (Utility Company)",16961
"City of Sharon Springs, Kansas (Utility Company)",16988
"City of Sharon, North Dakota (Utility Company)",17045
"City of Shasta Lake, California (Utility Company)",17896
"City of Sheboygan Falls, Wisconsin (Utility Company)",17028
"City of Shelbina, Missouri (Utility Company)",17035
"City of Shelby, Iowa (Utility Company)",17046
"City of Shelby, North Carolina (Utility Company)",17037
"City of Shelby, Ohio (Utility Company)",17043
"City of Shelbyville, Tennessee (Utility Company)",17047
"City of Shelly, Minnesota (Utility Company)",17074
"City of Sherrill, New York (Utility Company)",17085
"City of Shiner, Texas (Utility Company)",17101
"City of Shullsburg, Wisconsin (Utility Company)",17130
"City of Sibley, Iowa (Utility Company)",17141
"City of Sidney, Nebraska (Utility Company)",17149
"City of Sikeston, Missouri (Utility Company)",17177
"City of Siloam Springs, Arkansas (Utility Company)",17184
"City of Sioux Center, Iowa (Utility Company)",17264
"City of Sioux Falls, South Dakota (Utility Company)",17265
"City of Slater, Missouri (Utility Company)",17312
"City of Smithville, Tennessee (Utility Company)",17452
"City of Smithville, Texas (Utility Company)",17453
"City of Snyder, Nebraska (Utility Company)",17497
"City of Soda Springs, Idaho (Utility Company)",17493
"City of South Haven, Michigan (Utility Company)",17562
"City of South Norwalk, Connecticut (Utility Company)",17569
"City of South Sioux City, Nebraska (Utility Company)",17577
"City of Southport, North Carolina (Utility Company)",17668
"City of Sparta, Tennessee (Utility Company)",17740
"City of Spencer, Iowa (Utility Company)",17783
"City of Spencer, Nebraska (Utility Company)",17787
"City of Spooner, Wisconsin (Utility Company)",17811
"City of Spring Grove, Minnesota (Utility Company)",17823
"City of Springfield, Colorado (Utility Company)",17834
"City of Springfield, Illinois (Utility Company)",17828
"City of Springfield, Oregon (Utility Company)",17839
"City of Springfield, Tennessee (Utility Company)",17829
"City of Springville, Utah (Utility Company)",17845
"City of St Charles, Illinois (Utility Company)",17860
"City of St Charles, Minnesota (Utility Company)",17862
"City of St Clairsville, Ohio (Utility Company)",17865
"City of St Francis, Kansas (Utility Company)",17872
"City of St George, Utah (Utility Company)",17874
"City of St James, Minnesota (Utility Company)",17876
"City of St James, Missouri (Utility Company)",17877
"City of St John, Kansas (Utility Company)",17879
"City of St Louis, Michigan (Utility Company)",17886
"City of St Martinville, Louisiana (Utility Company)",17889
"City of St Marys, Kansas (Utility Company)",17894
"City of St Marys, Ohio (Utility Company)",17891
"City of St Paul, Nebraska (Utility Company)",17899
"City of St Robert, Missouri (Utility Company)",17918
"City of Stafford, Kansas (Utility Company)",17924
"City of Stanberry, Missouri (Utility Company)",17946
"City of Stanhope, Iowa (Utility Company)",27269
"City of Stanton, Iowa (Utility Company)",16992
"City of Stanton, North Dakota (Utility Company)",40440
"City of Staples, Minnesota (Utility Company)",17983
"City of Starke, Florida (Utility Company)",18004
"City of Starkville, Mississippi (Utility Company)",18006
"City of State Center, Iowa (Utility Company)",18014
"City of Statesville, North Carolina (Utility Company)",18022
"City of Steelville, Missouri (Utility Company)",18045
"City of Stephen, Minnesota (Utility Company)",18063
"City of Stephenson, Michigan (Utility Company)",18074
"City of Sterling, Kansas (Utility Company)",18086
"City of Stilwell, Oklahoma (Utility Company)",18126
"City of Stockton, Kansas (Utility Company)",18137
"City of Story City, Iowa (Utility Company)",18177
"City of Stoughton, Wisconsin (Utility Company)",18181
"City of Stratford, Iowa (Utility Company)",18201
"City of Stratton, Nebraska (Utility Company)",18129
"City of Strawberry Point, Iowa (Utility Company)",18204
"City of Stromsburg, Nebraska (Utility Company)",18217
"City of Stroud, Oklahoma (Utility Company)",18224
"City of Stuart, Iowa (Utility Company)",18231
"City of Stuart, Nebraska (Utility Company)",18230
"City of Sturgeon Bay, Wisconsin (Utility Company)",18249
"City of Sturgis, Michigan (Utility Company)",18252
"City of Sullivan, Illinois (Utility Company)",18277
"City of Sullivan, Missouri (Utility Company)",18273
"City of Sumas, Washington (Utility Company)",18282
"City of Summerfield, Kansas (Utility Company)",17754
"City of Sumner, Iowa (Utility Company)",18301
"City of Superior, Nebraska (Utility Company)",18330
"City of Sutton, Nebraska (Utility Company)",18354
"City of Sweetwater, Tennessee (Utility Company)",18384
"City of Sylvania, Georgia (Utility Company)",18397
"City of Sylvester, Georgia (Utility Company)",18403
"City of Syracuse, Nebraska (Utility Company)",18408
"City of Tacoma, Washington (Utility Company)",18429
"City of Tallahassee, Florida (Utility Company)",18445
"City of Tarrant, Alabama (Utility Company)",18472
"City of Taunton, Massachusetts (Utility Company)",18488
"City of Tecumseh, Nebraska (Utility Company)",18525
"City of Tell City, Indiana (Utility Company)",18538
"City of Tenakee Springs, Alaska (Utility Company)",18541
"City of Thayer, Missouri (Utility Company)",18806
"City of Thief River Falls, Minnesota (Utility Company)",18820
"City of Thomaston, Georgia (Utility Company)",18847
"City of Thomasville, Georgia (Utility Company)",18848
"City of Thorntown, Indiana (Utility Company)",18887
"City of Timpson, Texas (Utility Company)",18933
"City of Tipp City, Ohio (Utility Company)",18941
"City of Tipton, Iowa (Utility Company)",18947
"City of Tonkawa, Oklahoma (Utility Company)",19025
"City of Toronto, Kansas (Utility Company)",18945
"City of Torrington, Wyoming (Utility Company)",19032
"City of Traer, Iowa (Utility Company)",19062
"City of Traverse City, Michigan (Utility Company)",19125
"City of Trenton, Nebraska (Utility Company)",18954
"City of Trenton, Tennessee (Utility Company)",19149
"City of Trinidad, Colorado (Utility Company)",19204
"City of Troy, Alabama (Utility Company)",19225
"City of Troy, Indiana (Utility Company)",19227
"City of Troy, Kansas (Utility Company)",18959
"City of Troy, Montana (Utility Company)",19236
"City of Truth or Consequences, New Mexico (Utility Company)",19246
"City of Tulia, Texas (Utility Company)",19264
"City of Tupelo, Mississippi (Utility Company)",19273
"City of Tuscumbia, Alabama (Utility Company)",19307
"City of Tuskegee, Alabama (Utility Company)",19308
"City of Two Harbors, Minnesota (Utility Company)",19321
"City of Tyler, Minnesota (Utility Company)",19332
"City of Tyndall, South Dakota (Utility Company)",19333
"City of Udall, Kansas (Utility Company)",19344
"City of Ukiah, California (Utility Company)",19397
"City of Unalaska, Alaska (Utility Company)",19454
"City of Union City, Tennessee (Utility Company)",19430
"City of Union, South Carolina (Utility Company)",19431
"City of Unionville, Missouri (Utility Company)",19474
"City of Valentine, Nebraska (Utility Company)",19677
"City of Valley City, North Dakota (Utility Company)",19687
"City of Vanceburg, Kentucky (Utility Company)",19716
"City of Vandalia, Missouri (Utility Company)",19722
"City of Vermillion, Kansas (Utility Company)",27545
"City of Vermillion, South Dakota (Utility Company)",19788
"City of Vernon, California (Utility Company)",19798
"City of Vero Beach, Florida (Utility Company)",19804
"City of Villisca, Iowa (Utility Company)",19843
"City of Vineland, New Jersey (Utility Company)",19856
"City of Vinton, Iowa (Utility Company)",19865
"City of Virginia, Minnesota (Utility Company)",19883
"City of Volga, South Dakota (Utility Company)",19896
"City of Wadena, Minnesota (Utility Company)",19947
"City of Wadsworth, Ohio (Utility Company)",19951
"City of Waelder, Texas (Utility Company)",19952
"City of Wahoo, Nebraska (Utility Company)",19968
"City of Wakefield, Michigan (Utility Company)",19975
"City of Wakefield, Nebraska (Utility Company)",19980
"City of Wall Lake, Iowa (Utility Company)",20025
"City of Wamego, Kansas (Utility Company)",20069
"City of Wapakoneta, Ohio (Utility Company)",20077
"City of Warren, Minnesota (Utility Company)",20110
"City of Warroad, Minnesota (Utility Company)",20134
"City of Waseca, Minnesota (Utility Company)",20136
"City of Washington, Georgia (Utility Company)",20140
"City of Washington, Indiana (Utility Company)",20139
"City of Washington, Kansas (Utility Company)",20141
"City of Washington, North Carolina (Utility Company)",20142
"City of Washington, Utah (Utility Company)",20135
"City of Water Valley, Mississippi (Utility Company)",20176
"City of Waterloo, Illinois (Utility Company)",20180
"City of Watertown, New York (Utility Company)",20188
"City of Waterville, Kansas (Utility Company)",20189
"City of Wathena, Kansas (Utility Company)",20192
"City of Watonga, Oklahoma (Utility Company)",20196
"City of Wauchula, Florida (Utility Company)",20209
"City of Wayne, Nebraska (Utility Company)",20219
"City of Waynesville, Missouri (Utility Company)",20224
"City of Waynetown, Indiana (Utility Company)",20226
"City of Waynoka, Oklahoma (Utility Company)",20227
"City of Webster City, Iowa (Utility Company)",20259
"City of Weimar, Texas (Utility Company)",20331
"City of Weiser, Idaho (Utility Company)",20297
"City of Wellington, Kansas (Utility Company)",20315
"City of Wells, Minnesota (Utility Company)",29295
"City of Wessington Springs, South Dakota (Utility Company)",20359
"City of West Bend, Iowa (Utility Company)",20364
"City of West Liberty, Iowa (Utility Company)",20380
"City of West Memphis, Arkansas (Utility Company)",20382
"City of West Plains, Missouri (Utility Company)",20392
"City of West Point, Georgia (Utility Company)",20393
"City of West Point, Mississippi (Utility Company)",20394
"City of West Point, Nebraska (Utility Company)",20397
"City of Westbrook, Minnesota (Utility Company)",20430
"City of Westby, Wisconsin (Utility Company)",20434
"City of Westerville, Ohio (Utility Company)",20477
"City of Westfield, Massachusetts (Utility Company)",20481
"City of Westminster, South Carolina (Utility Company)",20490
"City of Wetumka, Oklahoma (Utility Company)",20502
"City of Whalan, Minnesota (Utility Company)",20466
"City of Whigham, Georgia (Utility Company)",20534
"City of White Mountain, Alaska (Utility Company)",20535
"City of White, South Dakota (Utility Company)",40435
"City of Whitesboro, Texas (Utility Company)",20588
"City of Whittemore, Iowa (Utility Company)",20604
"City of Wilber, Nebraska (Utility Company)",20632
"City of Williams - AZ, Arizona (Utility Company)",56535
"City of Williamsport, Indiana (Utility Company)",20730
"City of Williston, Florida (Utility Company)",20735
"City of Willow Springs, Missouri (Utility Company)",20739
"City of Wilson, North Carolina (Utility Company)",20785
"City of Wilton, Iowa (Utility Company)",20789
"City of Winchester, Tennessee (Utility Company)",20793
"City of Windom, Minnesota (Utility Company)",20806
"City of Winfield, Kansas (Utility Company)",20813
"City of Winnfield, Louisiana (Utility Company)",30856
"City of Winona, Missouri (Utility Company)",20827
"City of Winterset, Iowa (Utility Company)",20835
"City of Winterville, North Carolina (Utility Company)",20836
"City of Winthrop, Minnesota (Utility Company)",20837
"City of Wisner, Nebraska (Utility Company)",20880
"City of Wood River, Nebraska (Utility Company)",20945
"City of Woodbine, Iowa (Utility Company)",20949
"City of Woodsfield, Ohio (Utility Company)",20977
"City of Woolstock, Iowa (Utility Company)",20846
"City of Worthington, Minnesota (Utility Company)",21013
"City of Wrangell, Alaska (Utility Company)",21015
"City of Wray, Colorado (Utility Company)",21021
"City of Wymore, Nebraska (Utility Company)",21056
"City of Wynnewood, Oklahoma (Utility Company)",21066
"City of Yale, Oklahoma (Utility Company)",19719
"City of Yoakum, Texas (Utility Company)",21108
"City of Yuma, Colorado (Utility Company)",21143
"City of Zeeland, Michigan (Utility Company)",21158
"Claiborne Electric Coop, Inc",3641
Clark County Rural E M C,22822
Clark Electric Coop,3701
Clark Energy Coop Inc,3687
Clarke Electric Coop Inc,3722
Clarke-Washington E M C,40127
Clarksdale Public Utilities,3702
Clarksville Light & Water Co,3705
Clatskanie Peoples Util Dist,28541
Claverack Rural Elec Coop Inc,40289
Clay County Electric Coop Corp,3712
Clay Electric Coop Inc,3726
"Clay Electric Cooperative, Inc",3757
Clay-Union Electric Coop,3716
Clear Lake Cogeneration LP,3775
Clearwater Power Company,3739
Clearwater-Polk Elec Coop Inc,3764
Cleco Power LLC,3265
Cleveland Cliffs Inc,3807
Cleveland Electric Illum Co,3755
Clinton Combined Utility Sys,3804
"Clinton County Elec Coop, Inc",3806
Cloverland Electric Co-op,3828
Clyde Light & Power,3824
Co-Mo Electric Coop Inc,4063
Coahoma Electric Power Assn,3839
Coast Electric Power Assn,3841
"Coastal Electric Coop, Inc",3844
Coastal Electric Member Corp,3843
Cobb Electric Membership Corp,3916
"Codington-Clark Elec Coop, Inc",3850
Coldwater Board of Public Util,3915
"Coleman County Elec Coop, Inc",3938
Coles-Moultrie Electric Coop,3931
Colorado Energy Nations Company LLLP,19173
Colorado River Comm of Nevada,4356
Colorado River Indian Irr Proj,3990
Colorado State University,56493
Colquitt Electric Membership Corp,40212
"Columbia Basin Elec Cooperative, Inc",4005
Columbia Power Coop Assn Inc,4008
Columbia Power System,3855
Columbia River Peoples Ut Dist,40438
"Columbia Rural Elec Assn, Inc",4041
"Columbia Rural Elec Assn, Inc (Oregon)",4041
Columbia Utilities Electricity,55814
"Columbus Electric Coop, Inc",4071
"Columbus Electric Coop, Inc (Arizona)",4071
Columbus Southern Power Co,4062
Comanche County Elec Coop Assn,4295
"Commerce Energy, Inc.",4100
"Commerce Energy, Inc. (Maryland)",4100
"Commerce Energy, Inc. (Michigan)",4100
"Commerce Energy, Inc. (New Jersey)",4100
"Commerce Energy, Inc. (Pennsylvania)",4100
Commonwealth Edison Co,4110
Community Electric Coop,4117
"Competitive Energy Services, LLC",49953
Concho Valley Elec Coop Inc,4146
"Concordia Electric Coop, Inc",4153
Conectiv,5027
Conectiv (Maryland),5027
Conectiv Energy Supply Inc.,4318
Connecticut Light & Power Co,4176
Connecticut Municipal Electric Energy Cooperative,4180
Connexus Energy,689
ConocoPhillips Company,5470
ConocoPhillips Company (Illinois),5470
ConocoPhillips Company (Montana),5470
Consolidated Edison Co-NY Inc,4226
Consolidated Edison Sol Inc,4191
Consolidated Edison Sol Inc (Connecticut),4191
Consolidated Edison Sol Inc (Delaware),4191
Consolidated Edison Sol Inc (District of Columbia),4191
Consolidated Edison Sol Inc (Illinois),4191
Consolidated Edison Sol Inc (Maine),4191
Consolidated Edison Sol Inc (Maryland),4191
Consolidated Edison Sol Inc (Massachusetts),4191
Consolidated Edison Sol Inc (New Hampshire),4191
Consolidated Edison Sol Inc (New Jersey),4191
Consolidated Edison Sol Inc (Pennsylvania),4191
Consolidated Edison Sol Inc (Texas),4191
Consolidated Electric Coop,4237
Consolidated Electric Coop Inc,12990
Consolidated Water Power Co,4247
"Constellation NewEnergy, Inc",13374
"Constellation NewEnergy, Inc (California)",13374
"Constellation NewEnergy, Inc (Connecticut)",13374
"Constellation NewEnergy, Inc (Delaware)",13374
"Constellation NewEnergy, Inc (District of Columbia)",13374
"Constellation NewEnergy, Inc (Illinois)",13374
"Constellation NewEnergy, Inc (Maine)",13374
"Constellation NewEnergy, Inc (Massachusetts)",13374
"Constellation NewEnergy, Inc (Michigan)",13374
"Constellation NewEnergy, Inc (New Hampshire)",13374
"Constellation NewEnergy, Inc (New Jersey)",13374
"Constellation NewEnergy, Inc (New York)",13374
"Constellation NewEnergy, Inc (Ohio)",13374
"Constellation NewEnergy, Inc (Oregon)",13374
"Constellation NewEnergy, Inc (Pennsylvania)",13374
"Constellation NewEnergy, Inc (Rhode Island)",13374
"Constellation NewEnergy, Inc (Texas)",13374
Constllation Enrgy Commodities,50043
Consumers Energy,11788
Consumers Energy Co,4254
"Consumers Power, Inc",4743
Continental Divide El Coop Inc,4265
Conway Corporation,4280
Cooke County Elec Coop Assn,4262
"Cookson Hills Elec Coop, Inc",4296
Cooperative L&P Assn Lake Cnty,4346
"Coos-Curry Electric Coop, Inc",4317
Coosa Valley Electric Coop Inc,4327
Copan Public Works Authority,4319
"Copper Valley Elec Assn, Inc",4329
Coral Power LLC,4410
Coral Power LLC (California),4410
Coral Power LLC (Nevada),4410
Coral Power LLC (Washington),4410
Corbin City Utilities Comm,4341
"Cordova Electric Coop, Inc",40215
Corn Belt Energy Corporation,4362
Corn Belt Power Coop,4363
Cornhusker Public Power Dist,4373
Corpus Christi Cogeneration LP,4383
"Cotton Electric Coop, Inc",4401
"Covington Electric Coop, Inc",4430
Coweta-Fayette El Member Corp,4432
Cozad Board of Public Works,4459
Craig-Botetourt Electric Coop,4471
Craig-Botetourt Electric Coop (West Virginia),4471
Craighead Electric Coop Corp,4509
"Crawford Electric Coop, Inc",4524
"Crawfordsville Elec, Lgt & Pwr",4508
Crisp County Power Comm,4538
Crow Wing Cooperative Power & Light Comp,4577
Cuivre River Electric Coop Inc,4675
"Cullman Electric Coop, Inc",4618
Cullman Power Board,4617
Cumberland Elec Member Corp,4624
Cumberland Valley Rural E C C,4622
Cumberland Valley Rural E C C (Tennessee),4622
Cuming County Public Pwr Dist,4632
Custer Public Power District,4671
"D S & O Rural E C A, Inc",4704
"DPC Juniper, LLC",56466
DPI Energy LLC,56326
DPL Energy Resources,50062
DPS Gregory LLC,54727
DTE Electric,5109
Dahlberg Light & Power Co,4715
Dairyland Power Coop,4716
Dakota Electric Association,25177
Dakota Energy Coop Inc,4720
Dakota Valley Elec Coop Inc,4717
Dalton Utilities,4744
"Darke Rural Electric Coop, Inc",4796
Darlington Light & Power Co,4799
Daviess Martin County R E M C,4848
Dawson Power District,4911
Dayton Power & Light Co,4922
"Deaf Smith Electric Coop, Inc",4939
Decatur County Rural E M C,4960
Decatur Utilities,4958
Deep East Texas Elec Coop Inc,4975
Delano Municipal Utilities,5015
Delaware County Elec Coop Inc,5021
Delaware Electric Cooperative,5070
Delmarva Power,5027
Delmarva Power (Maryland),5027
Delta Electric Power Assn,22815
Delta Montrose Electric Assn,5086
"Denton County Elec Coop, Inc",5078
Deseret Generation & Tran Coop,40230
Deseret Generation & Tran Coop (Colorado),40230
"Devonshire Energy, LLC",56521
"Devonshire Energy, LLC (District of Columbia)",56521
Direct Energy Services,54820
Direct Energy Services (Delaware),54820
Direct Energy Services (District of Columbia),54820
Direct Energy Services (Illinois),54820
Direct Energy Services (Maine),54820
Direct Energy Services (Maryland),54820
Direct Energy Services (Massachusetts),54820
Direct Energy Services (New Jersey),54820
Direct Energy Services (New York),54820
Direct Energy Services (Pennsylvania),54820
Direct Energy Services (Rhode Island),54820
"Direct Energy, LP",15871
Discount Power,56360
Diverse Power Incorporated,19219
Dixie Electric Coop,5204
Dixie Electric Membership Corp,5202
Dixie Electric Power Assn,5175
"Dixie Escalante R E A, Inc",40165
"Dixie Escalante R E A, Inc (Arizona)",40165
Dominion Energy Marketing Inc.,56546
Dominion Retail Inc,3763
Dominion Retail Inc (Connecticut),3763
Dominion Retail Inc (Maine),3763
Dominion Retail Inc (Maryland),3763
Dominion Retail Inc (Massachusetts),3763
Dominion Retail Inc (New Jersey),3763
Dominion Retail Inc (New York),3763
Dominion Retail Inc (Ohio),3763
Dominion Retail Inc (Pennsylvania),3763
"Doniphan Elec Coop Assn, Inc",5334
"Douglas Electric Coop, Inc",5327
"Douglas Electric Coop, Inc (South Dakota)",5328
Dow Chemical Company-Oyster Creek VIII,5374
Dublin Municipal Electric Util,5392
Dubois Rural Electric Coop Inc,5394
Duck River Elec Member Corp,5399
"Duke Energy Carolinas, LLC",5416
"Duke Energy Carolinas, LLC (South Carolina)",5416
Duke Energy Indiana Inc,15470
"Duke Energy Kentucky, Inc.",19446
Duke Energy Ohio Inc,3542
"Duke Energy Retail Sales, LLC",56502
"Duncan Valley Elec Coop, Inc",5438
"Duncan Valley Elec Coop, Inc (New Mexico)",5438
Dunn County Electric Coop,5417
Duquesne Light Co,5487
"Duquesne Light Energy, LLC",56254
Dynegy Power Marketing Inc,30997
E I DuPont De Nemours & Co,5543
E I DuPont De Nemours & Co (Texas),5543
"EDF Industrial Power Services (TX), LLC",56315
EPB,3408
Easley Combined Utility System,6709
East Bay Municipal Util Dist,5571
East Central Energy,5574
East Central Energy (Wisconsin),5574
East Central Oklahoma Elec Coop Inc,5598
East End Mutual Elec Co Ltd,5584
"East Kentucky Power Coop, Inc",5580
East Mississippi Elec Pwr Assn,5578
"East River Elec Pwr Coop, Inc",5552
"East Texas Electric Coop, Inc",39347
East-Central Iowa Rural Elec Coop,5588
Eastern Illinois Elec Coop,5585
Eastern Iowa Light & Power Coop,5605
Eastern Maine Electric Coop,5609
Easton Utilities Comm,5625
Eau Claire Electric Coop,5632
"Edgar Electric Co-op, Assn",5531
Edgecombe-Martin County E M C,5656
Edinburg Municipal Utilities,5655
Edison Mission Marktg & Trdg Inc,3601
"Edisto Electric Coop, Inc",5644
Egegik Light & Power Co,5553
Egyptian Electric Coop Assn,5535
El Paso Electric Co,5701
El Paso Electric Co (New Mexico),5701
El Paso Merchant Energy LP,21305
Eldridge City Utilities,5742
Elec District No. 5 Maricopa C,49808
Electric Energy Inc,5748
Electric Energy Inc (Kentucky),5748
Electric Fund (CDWR),3288
Electrical Dist No2 Pinal Cnty,15048
Electrical Dist No3 Pinal Cnty,30518
Electrical Dist No4 Pinal Cnty,15049
Electrical Dist No5 Pinal Cnty,15050
Electrical Dist No6 Pinal Cnty,40357
Electrical Dist No7 Maricopa,21239
Electrical Dist No8 Maricopa,5729
Elkhorn Rural Public Pwr Dist,5780
Elmhurst Mutual Power & Light Co,5832
Emerald People's Utility Dist,40437
Empire District Electric Co,5860
Empire District Electric Co (Kansas),5860
Empire District Electric Co (Missouri),5860
Empire District Electric Co (Oklahoma),5860
"Empire Electric Assn, Inc",5862
"Empire Electric Assn, Inc (Utah)",5862
Empire Natural Gas Corporation,5703
En-Touch Energy,56253
Energetix,5877
"Energy Coop of New York, Inc",5880
Energy Northwest,20160
Energy Plus Holdings LLC,56265
Energy Plus Holdings LLC (Connecticut),56265
Energy Plus Holdings LLC (Maryland),56265
Energy Plus Holdings LLC (New Jersey),56265
Energy Plus Holdings LLC (New York),56265
Energy Plus Holdings LLC (Texas),56265
"Energy Services Providers, Inc.",55874
"Energy Services Providers, Inc. (New York)",55874
EnergyUnited Elec Member Corp,21632
Entergy Arkansas Inc,814
Entergy Arkansas Inc (Arkansas),814
Entergy Arkansas Inc (Tennessee),814
Entergy Gulf States Louisiana LLC,55936
Entergy Louisiana Inc,11241
Entergy Mississippi Inc,12685
Entergy New Orleans Inc,13478
"Entergy Power, Inc",25251
"Entergy Solutions, Ltd",5953
"Entergy Solutions, Ltd (Massachusetts)",5953
Entergy Texas Inc.,55937
Epcot Electric,56269
"Escambia River Elec Coop, Inc",5964
Excelsior Electric Member Corp,5905
Exelon Energy Company,8775
Exelon Energy Company (Pennsylvania),8775
"FEM Electric Assn, Inc",6272
FRV SI Transport Solar LP,56827
"Fairfield Electric Coop, Inc",5929
Fairmont Public Utilities Comm,6151
Fairview City Corporation (Utility Company),6154
"Fale-Safe, Inc",6298
Fall River Rural Elec Coop Inc,6169
Fall River Rural Elec Coop Inc (Montana),6169
Fall River Rural Elec Coop Inc (Wyoming),6169
Fannin County Electric Coop,6173
"Farmers Electric Company, Ltd",6155
Farmers Electric Coop,6168
Farmers Electric Coop Corp,6206
"Farmers Electric Coop, Inc",6112
"Farmers Electric Coop, Inc (Texas)",6182
Farmers Mutual Electric Co,6199
Farmers Rural Electric Coop Corp,6194
"Farmers' Electric Coop, Inc",6181
"Farmers' Electric Coop, Inc (New Mexico)",6198
Farmington River Power Company,6207
"Fayette Electric Coop, Inc",6183
Federated Rural Electric Assn,6258
Federated Rural Electric Assn (Iowa),6258
"Fergus Electric Coop, Inc",21513
Fillmore City Corporation (Utility Company),6316
"Firelands Electric Coop, Inc",6335
First Choice Power,6325
First Electric Coop Corp,6342
First Energy Solutions Corp.,6458
First Energy Solutions Corp. (Illinois),6458
First Energy Solutions Corp. (Maryland),6458
